regime,seed,round,stage_index,stage,status,candidate_clients,accepted_clients,detail_json
Edge-IIoTset-calibrated,47,21,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""252ed569c3c9c9453e6455474b7a12bd414a8cd2b9de02a2e528fda640a57cc2""}"
Edge-IIoTset-calibrated,47,21,3,TrustFilter,ok,18,15,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,21,4,Fuse,ok,18,15,"{""fused_sha256"":""0ee9ecbe5d74bee7750eb0fabe830b669082d3b4acee9e63a795d11c8620fd78""}"
Edge-IIoTset-calibrated,47,21,5,Policy,ok,18,15,"{""decision"":""deny"",""incident_risk"":0.9999617107069839,""reason"":""risk_exceeds_role_clearance"",""true_class"":6}"
Edge-IIoTset-calibrated,47,21,6,Commit,ok,18,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""a08cc5e6d128177104e7cb6e3352d1c8a9c5b37ea1566f959f6c665ba8788791""}"
Edge-IIoTset-calibrated,47,22,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19]}"
Edge-IIoTset-calibrated,47,22,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""b45c56293017f3a919646f171a521974ba0b503b1152ee0c954827e1c4193e2d""}"
Edge-IIoTset-calibrated,47,22,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,10,11,12,13,15,16,17,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,22,4,Fuse,ok,19,16,"{""fused_sha256"":""ee0a91cb18f7eb9b1b21f7c7f8d4193f8a479c77511fac709a3c438e9508c87e""}"
Edge-IIoTset-calibrated,47,22,5,Policy,ok,19,16,"{""decision"":""review"",""incident_risk"":0.9970807132361277,""reason"":""human_review_required"",""true_class"":1}"
Edge-IIoTset-calibrated,47,22,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""5c913366a3532c7f9aef98bcbf6724467d21a965b5a172fb7cb608cfb3621d32""}"
Edge-IIoTset-calibrated,47,23,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18]}"
Edge-IIoTset-calibrated,47,23,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""da426b9e3a28fdc2b61d983cca043ad3f765c8684e2ce8227df295b0a723f46f""}"
Edge-IIoTset-calibrated,47,23,3,TrustFilter,ok,18,15,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,10,12,13,15,16,17,18],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,23,4,Fuse,ok,18,15,"{""fused_sha256"":""e5374b44ea249a71cfb31ed41576e994d6bede6b03374ba7b907f55072bd6b41""}"
Edge-IIoTset-calibrated,47,23,5,Policy,ok,18,15,"{""decision"":""review"",""incident_risk"":0.9999954246805437,""reason"":""human_review_required"",""true_class"":3}"
Edge-IIoTset-calibrated,47,23,6,Commit,ok,18,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""c396d5147bbd01f663c82a5e372d77ffd9ab2380b2fc909548de1d2000243d4c""}"
Edge-IIoTset-calibrated,47,24,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,47,24,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""cb5bbab978392a36729ec5a2cb9554aaf97ff29a0871c137397ea88e45681fd6""}"
Edge-IIoTset-calibrated,47,24,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,24,4,Fuse,ok,19,16,"{""fused_sha256"":""c2dcab8943a78cfc85fad636340635dc461460b001d8e3609669564e754ebcd0""}"
Edge-IIoTset-calibrated,47,24,5,Policy,ok,19,16,"{""decision"":""review"",""incident_risk"":0.9854950081251762,""reason"":""human_review_required"",""true_class"":4}"
Edge-IIoTset-calibrated,47,24,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""b1c5181745098a4643f95cf0d844f1a995f4598661b768a819d678af0e1483b3""}"
Edge-IIoTset-calibrated,47,25,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19]}"
Edge-IIoTset-calibrated,47,25,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""a59d0e765b4ca0c47cda313f5bb5bac044e26b1aec099a7993ed3c41a5e315e2""}"
Edge-IIoTset-calibrated,47,25,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,10,11,12,13,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,25,4,Fuse,ok,19,16,"{""fused_sha256"":""ecfed413923859d6fc3616bba45333159c96ef3cb8c62eb68794fa84babb246e""}"
Edge-IIoTset-calibrated,47,25,5,Policy,ok,19,16,"{""decision"":""allow"",""incident_risk"":0.42302985924568504,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,47,25,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""2a0040a3abed5274fbfda61b1df2f94ca2d2228f17229610038d77b9b8cd8cbb""}"
Edge-IIoTset-calibrated,47,26,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19]}"
Edge-IIoTset-calibrated,47,26,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""88bcb29763c483ee0eaab4c4f56e25bb2648f99b7ea2deb8bb4a8295853165a5""}"
Edge-IIoTset-calibrated,47,26,3,TrustFilter,ok,19,17,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,26,4,Fuse,ok,19,17,"{""fused_sha256"":""d70842570fe7a38fa04eefc0eac323076e3d9b1081f31d4adbe39610830826d7""}"
Edge-IIoTset-calibrated,47,26,5,Policy,ok,19,17,"{""decision"":""review"",""incident_risk"":0.9985583034602042,""reason"":""human_review_required"",""true_class"":2}"
Edge-IIoTset-calibrated,47,26,6,Commit,ok,19,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""f23c891f355ca104045bff3560ffc9516b4da6932c8371a60bfe878c6d4cd69c""}"
Edge-IIoTset-calibrated,47,27,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19]}"
Edge-IIoTset-calibrated,47,27,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""aaa4510a36749ed12fe237c6b8f80877515884821d9297bfe3faa70334413ea0""}"
Edge-IIoTset-calibrated,47,27,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,10,11,12,13,15,16,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,27,4,Fuse,ok,19,16,"{""fused_sha256"":""3b97612823ce820f68a448d059f39faadf23c5e72bc621520a769f94da43a189""}"
Edge-IIoTset-calibrated,47,27,5,Policy,ok,19,16,"{""decision"":""allow"",""incident_risk"":0.002617491177362874,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,47,27,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""efe57e19f0adba5c30f7fdd0181b46a705397b68991f35c4b944d6f2a4fb8192""}"
Edge-IIoTset-calibrated,47,28,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,47,28,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""9845944abb139d2699a75f17bb2b1d6f39cc0e29d8af6c58507f927240ca82d9""}"
Edge-IIoTset-calibrated,47,28,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,2,4,5,7,8,9,10,11,12,13,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,28,4,Fuse,ok,19,16,"{""fused_sha256"":""e87f8aa6d09246b7d3404b6c27c8df27dc82f9b26cd58fcc034144669e54a326""}"
Edge-IIoTset-calibrated,47,28,5,Policy,ok,19,16,"{""decision"":""allow"",""incident_risk"":0.0019059832702180701,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,47,28,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""43e61796a61cf742dc47be823d15fb653914bd43e46fd4a9ebf0689f7e96f295""}"
Edge-IIoTset-calibrated,47,29,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18]}"
Edge-IIoTset-calibrated,47,29,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""42d2fd77e248612351577e8e0e3d8adcce941c567f6839e011cbee15d80d9969""}"
Edge-IIoTset-calibrated,47,29,3,TrustFilter,ok,18,15,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,10,11,12,13,15,16,18],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,29,4,Fuse,ok,18,15,"{""fused_sha256"":""28eb04c2a4cbaa9e4a711dc85942f0aaa054c5bb8c948c3da57f245019e18586""}"
Edge-IIoTset-calibrated,47,29,5,Policy,ok,18,15,"{""decision"":""deny"",""incident_risk"":0.9977624265623203,""reason"":""risk_exceeds_role_clearance"",""true_class"":3}"
Edge-IIoTset-calibrated,47,29,6,Commit,ok,18,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""19ef88ca3bfd35e112992ffe58a619acf4ceb3818acf28ad882d9cf26595a7e2""}"
Edge-IIoTset-calibrated,47,30,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19]}"
Edge-IIoTset-calibrated,47,30,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""6990cf97af719e2e70d8c39c047475fb810ed7381935580ddf677b35ed5802e9""}"
Edge-IIoTset-calibrated,47,30,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,2,4,5,6,7,8,9,10,11,12,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,47,30,4,Fuse,ok,19,16,"{""fused_sha256"":""88cd265ca9c4de5092c464aeab6dae79bcd4d914a6a153a71bf6b5488ca906e1""}"
Edge-IIoTset-calibrated,47,30,5,Policy,ok,19,16,"{""decision"":""review"",""incident_risk"":0.9946752026872865,""reason"":""human_review_required"",""true_class"":2}"
Edge-IIoTset-calibrated,47,30,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""71b7820efeda8171ff2af58b1920aab7c82c1e21d16098ca905203353159a530""}"
Edge-IIoTset-calibrated,71,1,1,Schedule,ok,20,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,1,2,ProvisionalReference,ok,20,0,"{""reference_sha256"":""87af7444fd0230b6f52d7e19184b0ed911dd89059c5ca3076498be9fde6fa94e""}"
Edge-IIoTset-calibrated,71,1,3,TrustFilter,ok,20,20,"{""accepted_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,1,4,Fuse,ok,20,20,"{""fused_sha256"":""ddb84c9eb18816ee8e1f9c0509546a2da46d686e3cad02dd75fa05f32fef3d3f""}"
Edge-IIoTset-calibrated,71,1,5,Policy,ok,20,20,"{""decision"":""deny"",""incident_risk"":0.9895742349077679,""reason"":""risk_exceeds_role_clearance"",""true_class"":6}"
Edge-IIoTset-calibrated,71,1,6,Commit,ok,20,20,"{""commit_latency_ms"":405.0,""commit_status"":""committed"",""receipt_sha256"":""a7085ab3ce1b7ba8e7e56bab93961e16e4021fc6c2849a795dedd1f2d28930fa""}"
Edge-IIoTset-calibrated,71,2,1,Schedule,ok,20,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,2,2,ProvisionalReference,ok,20,0,"{""reference_sha256"":""ba3c930cc00dd038b6c43c6b20ccbfef270877d6b5b9c5c5f025e80e827d31f1""}"
Edge-IIoTset-calibrated,71,2,3,TrustFilter,ok,20,18,"{""accepted_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,2,4,Fuse,ok,20,18,"{""fused_sha256"":""a818ed35be0a32a05e31e25af2e1584462a6d26c4398eff4ff055609a54ad6bf""}"
Edge-IIoTset-calibrated,71,2,5,Policy,ok,20,18,"{""decision"":""allow"",""incident_risk"":0.07053533455822991,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,71,2,6,Commit,ok,20,18,"{""commit_latency_ms"":385.0,""commit_status"":""committed"",""receipt_sha256"":""2c63293906df07f10c3a8579ad7266f38a6175ec66341333d6282c12d9cbd1c2""}"
Edge-IIoTset-calibrated,71,3,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,3,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""1c07f49289ff7b11edbed0d0bf5708727c6dbfdebb4dfefdf975b001a82472f9""}"
Edge-IIoTset-calibrated,71,3,3,TrustFilter,ok,19,17,"{""accepted_client_ids"":[0,1,2,3,4,5,6,7,8,9,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,3,4,Fuse,ok,19,17,"{""fused_sha256"":""05454af931a99d935e8a81d1bcad17fff106ed5f28918dd3af55addfcffe78fa""}"
Edge-IIoTset-calibrated,71,3,5,Policy,ok,19,17,"{""decision"":""deny"",""incident_risk"":0.9999998655602225,""reason"":""risk_exceeds_role_clearance"",""true_class"":6}"
Edge-IIoTset-calibrated,71,3,6,Commit,ok,19,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""49660e3a905c03bea90fa5dbb6cf74ec5036ed620487fd5874607b32b2cf0620""}"
Edge-IIoTset-calibrated,71,4,1,Schedule,ok,17,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,4,2,ProvisionalReference,ok,17,0,"{""reference_sha256"":""2238d6146cf31252099c84e132594d2fd8c2931cf77129d07b3e68ea42fde6af""}"
Edge-IIoTset-calibrated,71,4,3,TrustFilter,ok,17,15,"{""accepted_client_ids"":[2,3,5,6,7,8,9,10,11,12,13,15,17,18,19],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,4,4,Fuse,ok,17,15,"{""fused_sha256"":""a37bf328aaffd60f14e3f65486c12faf766a2b8691429d2ef0a8a04aea8c1a70""}"
Edge-IIoTset-calibrated,71,4,5,Policy,ok,17,15,"{""decision"":""review"",""incident_risk"":0.9889211127221617,""reason"":""human_review_required"",""true_class"":1}"
Edge-IIoTset-calibrated,71,4,6,Commit,ok,17,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""bb192c7c7248d8a972fe8bbce38e0fb9be0676acc83f8ed70585572abf711c87""}"
Edge-IIoTset-calibrated,71,5,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19]}"
Edge-IIoTset-calibrated,71,5,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""aaa66ade0f6c867fa418969b5aa03bbfaffc95fb5a195df9216af5e572f9120c""}"
Edge-IIoTset-calibrated,71,5,3,TrustFilter,ok,19,18,"{""accepted_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,5,4,Fuse,ok,19,18,"{""fused_sha256"":""2ae3e381f738a54055155d748f085c3599965e7a8a19d854b3b8260dc8105ccb""}"
Edge-IIoTset-calibrated,71,5,5,Policy,ok,19,18,"{""decision"":""review"",""incident_risk"":0.9987285512289793,""reason"":""human_review_required"",""true_class"":2}"
Edge-IIoTset-calibrated,71,5,6,Commit,ok,19,18,"{""commit_latency_ms"":385.0,""commit_status"":""committed"",""receipt_sha256"":""0521a64f6acb2cea9ff9bdb9e5c494d04054796dbc95c3eba6bb1ef69a6aa6a7""}"
Edge-IIoTset-calibrated,71,6,1,Schedule,ok,16,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[1,3,4,6,7,8,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,6,2,ProvisionalReference,ok,16,0,"{""reference_sha256"":""f5fc6f152d25eabd779cde375c0a878f9f7d319df8e31d289bbb4ad31384ad93""}"
Edge-IIoTset-calibrated,71,6,3,TrustFilter,ok,16,14,"{""accepted_client_ids"":[1,3,4,6,7,8,10,11,12,13,15,17,18,19],""quorum"":6,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,6,4,Fuse,ok,16,14,"{""fused_sha256"":""7305d2842b788117b8ee93a8efcb7a38f0286685bcd9039bda12fe54ac95d6be""}"
Edge-IIoTset-calibrated,71,6,5,Policy,ok,16,14,"{""decision"":""review"",""incident_risk"":0.9942581729513331,""reason"":""human_review_required"",""true_class"":1}"
Edge-IIoTset-calibrated,71,6,6,Commit,ok,16,14,"{""commit_latency_ms"":345.0,""commit_status"":""committed"",""receipt_sha256"":""8971d0654817ef5499481afe0bcb4e886a5050b87e5724336c348f5949d9d957""}"
Edge-IIoTset-calibrated,71,7,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,7,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""50031b50f5f968840f03e649795c99574f74e959eccc8e8a0e8025eb686745d9""}"
Edge-IIoTset-calibrated,71,7,3,TrustFilter,ok,19,17,"{""accepted_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,7,4,Fuse,ok,19,17,"{""fused_sha256"":""d3cae9e3c3b41adf6073195d3b0b6fa10ad459b568d41eb36cc4cac88119d553""}"
Edge-IIoTset-calibrated,71,7,5,Policy,ok,19,17,"{""decision"":""review"",""incident_risk"":0.9999710532508178,""reason"":""human_review_required"",""true_class"":3}"
Edge-IIoTset-calibrated,71,7,6,Commit,ok,19,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""5b7059048673713f99a3dd835e3abfb3a220b89b50cb9b918ed62ac998472f8d""}"
Edge-IIoTset-calibrated,71,8,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19]}"
Edge-IIoTset-calibrated,71,8,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""25571b0b3b1d5efb412c8b65714562ce4f5bd29fd592b7e5f7532222f76971c2""}"
Edge-IIoTset-calibrated,71,8,3,TrustFilter,ok,19,17,"{""accepted_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,17,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,8,4,Fuse,ok,19,17,"{""fused_sha256"":""52bb25aba87ff3e70b370ae7b5df09bf946a7b1e3f46bbd61d6f19a60b85539c""}"
Edge-IIoTset-calibrated,71,8,5,Policy,ok,19,17,"{""decision"":""allow"",""incident_risk"":0.017766148574993812,""reason"":""within_policy"",""true_class"":0}"
Edge-IIoTset-calibrated,71,8,6,Commit,ok,19,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""500b21e3f04c6bb166aa37e85be822e49d329031184a9f1bc2a283247d17520e""}"
Edge-IIoTset-calibrated,71,9,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,9,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""646c0fe0f36a3aa240f63436267cf0a77e1f115655c0602ed50dc7c8d8cf144f""}"
Edge-IIoTset-calibrated,71,9,3,TrustFilter,ok,18,17,"{""accepted_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,9,4,Fuse,ok,18,17,"{""fused_sha256"":""c16ee32fc413a556bd5965bdd1edd38c74f4de8ffe3c4c43069eed615bf8677c""}"
Edge-IIoTset-calibrated,71,9,5,Policy,ok,18,17,"{""decision"":""deny"",""incident_risk"":0.9994225524695607,""reason"":""risk_exceeds_role_clearance"",""true_class"":4}"
Edge-IIoTset-calibrated,71,9,6,Commit,ok,18,17,"{""commit_latency_ms"":375.0,""commit_status"":""committed"",""receipt_sha256"":""fe40a63a495ecd5dee1be0ba193d663dde5d8e58359d71e9076a6ad46f54974b""}"
Edge-IIoTset-calibrated,71,10,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,10,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""d5debdab5bdd80e46ea7344dea5adcff40b406feefccd99ae2f47354e1a0d8c9""}"
Edge-IIoTset-calibrated,71,10,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,1,2,4,5,6,8,9,10,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,10,4,Fuse,ok,19,16,"{""fused_sha256"":""ea5d889209d4c266ddfae25d51cde6774a8295d1403bd8b2823de7831849e64e""}"
Edge-IIoTset-calibrated,71,10,5,Policy,ok,19,16,"{""decision"":""deny"",""incident_risk"":0.9964405306441751,""reason"":""risk_exceeds_role_clearance"",""true_class"":4}"
Edge-IIoTset-calibrated,71,10,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""23dd586feccd0bf3766462ca9d04da5f5060069908e068c83c626b6092de1c9d""}"
Edge-IIoTset-calibrated,71,11,1,Schedule,ok,18,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,6,7,8,9,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,11,2,ProvisionalReference,ok,18,0,"{""reference_sha256"":""7fe9dec6aa02eec32db2a83195226b77ca16728e64b93061dcae4f493a409aa6""}"
Edge-IIoTset-calibrated,71,11,3,TrustFilter,ok,18,15,"{""accepted_client_ids"":[0,1,2,3,6,8,9,10,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,11,4,Fuse,ok,18,15,"{""fused_sha256"":""43ea08902ac01d127eb05340dc759085ed3532c44ed296653848f7ce022f99ba""}"
Edge-IIoTset-calibrated,71,11,5,Policy,ok,18,15,"{""decision"":""review"",""incident_risk"":0.999957681291736,""reason"":""human_review_required"",""true_class"":4}"
Edge-IIoTset-calibrated,71,11,6,Commit,ok,18,15,"{""commit_latency_ms"":355.0,""commit_status"":""committed"",""receipt_sha256"":""fffe088ed5eef91eea9901b0861f6c17bf96186c54edf6054a37f2f5dfb34f1e""}"
Edge-IIoTset-calibrated,71,12,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19]}"
Edge-IIoTset-calibrated,71,12,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""e04d08df3923893ccfa7d5e2666fd42c172ff13315375384ee8e1b6fa0d724b9""}"
Edge-IIoTset-calibrated,71,12,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,1,2,3,4,5,6,8,9,10,11,12,13,15,17,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,12,4,Fuse,ok,19,16,"{""fused_sha256"":""513aa33600baa7bc654eb168ae0f6e2d0fd971babe79448e86d725fbd63565c9""}"
Edge-IIoTset-calibrated,71,12,5,Policy,ok,19,16,"{""decision"":""review"",""incident_risk"":0.9998534582864905,""reason"":""human_review_required"",""true_class"":1}"
Edge-IIoTset-calibrated,71,12,6,Commit,ok,19,16,"{""commit_latency_ms"":365.0,""commit_status"":""committed"",""receipt_sha256"":""1bbf9ba094bf00393cf3656db3aa8d5bd91eaada94e2096c28715b96959dc8f2""}"
Edge-IIoTset-calibrated,71,13,1,Schedule,ok,19,0,"{""resource_rule"":""bandwidth>=180 kbps; energy>=0.24; queue<=6"",""scheduled_client_ids"":[0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19]}"
Edge-IIoTset-calibrated,71,13,2,ProvisionalReference,ok,19,0,"{""reference_sha256"":""8eb12ad84a3c128374b9f77199472463eb4abde93730f68b12daab1d0f356ca3""}"
Edge-IIoTset-calibrated,71,13,3,TrustFilter,ok,19,16,"{""accepted_client_ids"":[0,1,2,3,4,5,6,8,10,11,12,13,15,17,18,19],""quorum"":7,""threshold"":0.43}"
Edge-IIoTset-calibrated,71,13,4,Fuse,ok,19,16,"{""fused_sha256"":""80e59e535850c6d36fe3e8434ea1f87721e112a7f4092b4e7cd06d3b6e90e453""}"
Edge-IIoTset-calibrated,71,13,5,Policy,ok,19,16,"{""decision"":""deny"",""incident_risk"":0.9991905449640859,""reason"":""risk_exceeds_role_clearance"",""true_class"":5}"
